"","Symbol","Name","LastSale","MarketCap","Sector","industry"
"813","GMS","GMS Inc.","19.84","$817.05M","Consumer Services","RETAIL: Building Materials"
"814","GNC","GNC Holdings, Inc.","3.06","$256.69M","Consumer Non-Durables","Food Chains"
"815","GDDY","GoDaddy Inc.","74.95","$13.01B","Technology","EDP Services"
"816","GOL","Gol Linhas Aereas Inteligentes S.A.","13.93","$21.8B","Transportation","Air Freight/Delivery Services"
"817","GFI","Gold Fields Limited","3.92","$3.22B","Basic Industries","Precious Metals"
"818","GG","Goldcorp Inc.","10.55","$9.15B","Basic Industries","Precious Metals"
"819","GS","Goldman Sachs Group, Inc. (The)","198.2","$73.73B","Finance","Investment Bankers/Brokers/Service"
"820","GRC","Gorman-Rupp Company (The)","34.14","$891.64M","Capital Goods","Fluid Controls"
"821","GPX","GP Strategies Corporation","16.75","$277.47M","Consumer Services","Other Consumer Services"
"822","GGG","Graco Inc.","47.19","$7.8B","Capital Goods","Fluid Controls"
"823","GRAF","Graf Industrial Corp.","9.8","$298.61M","Finance","Business Services"
"824","EAF","GrafTech International Ltd.","14.23","$4.13B","Energy","Industrial Machinery/Components"
"825","GHM","Graham Corporation","22.57","$221.96M","Technology","Industrial Machinery/Components"
"826","GHC","Graham Holdings Company","680.51","$3.61B","Consumer Services","Other Consumer Services"
"827","GRAM","Grana y Montero S.A.A.","2.89","$386M","Basic Industries","Military/Government/Technical"
"828","GVA","Granite Construction Incorporated","47.89","$2.23B","Basic Industries","Military/Government/Technical"
"829","GPMT","Granite Point Mortgage Trust Inc.","18.92","$967.65M","Consumer Services","Real Estate Investment Trusts"
"830","GPK","Graphic Packaging Holding Company","12.21","$3.63B","Consumer Durables","Containers/Packaging"
"831","GTN","Gray Television, Inc.","22.57","$2.26B","Consumer Services","Broadcasting"
"832","AJX","Great Ajax Corp.","13.39","$252.49M","Consumer Services","Real Estate Investment Trusts"
"833","GWB","Great Western Bancorp, Inc.","37.45","$2.13B","Finance","Major Banks"
"834","GDOT","Green Dot Corporation","63.76","$3.37B","Finance","Finance: Consumer Services"
"835","GBX","Greenbrier Companies, Inc. (The)","41.53","$1.34B","Capital Goods","Railroads"
"836","GHL","Greenhill & Co., Inc.","24.19","$496.06M","Finance","Investment Bankers/Brokers/Service"
"837","GHG","GreenTree Hospitality Group Ltd.","12.1","$1.23B","Consumer Services","Hotels/Resorts"
"838","GFF","Griffon Corporation","17.9","$837.06M","Capital Goods","Building Products"
"839","GPI","Group 1 Automotive, Inc.","62.11","$1.14B","Consumer Durables","Automotive Aftermarket"
"840","GRUB","GrubHub Inc.","83.02","$7.53B","Miscellaneous","Business Services"
"841","PAC","Grupo Aeroportuario Del Pacifico, S.A. de C.V.","91.95","$5.16B","Transportation","Aerospace"
"842","ASR","Grupo Aeroportuario del Sureste, S.A. de C.V.","166.21","$4.99B","Transportation","Aerospace"
"843","AVAL","Grupo Aval Acciones y Valores S.A.","7.6","$8.47B","Finance","Commercial Banks"
"844","SUPV","Grupo Supervielle S.A.","8.26","$754.51M","Finance","Commercial Banks"
"845","TV","Grupo Televisa S.A.","11.42","$6.65B","Consumer Services","Broadcasting"
"846","GTT","GTT Communications, Inc.","32.67","$1.79B","Public Utilities","Telecommunications Equipment"
"847","GSH","Guangshen Railway Company Limited","21.5977","$3.06B","Transportation","Railroads"
"848","GES","Guess?, Inc.","23","$1.86B","Consumer Non-Durables","Apparel"
"849","GWRE","Guidewire Software, Inc.","93.62","$7.59B","Technology","Computer Software: Prepackaged Software"
"850","HRB","H&R Block, Inc.","24.14","$4.96B","Consumer Services","Other Consumer Services"
"851","FUL","H. B. Fuller Company","51.05","$2.6B","Basic Industries","Home Furnishings"
"852","HAE","Haemonetics Corporation","88.13","$4.5B","Health Care","Medical/Dental Instruments"
"853","HK","Halcon Resources Corporation","1.63","$261.89M","Energy","Oil & Gas Production"
"854","HAL","Halliburton Company","30.93","$26.99B","Energy","Oilfield Services/Equipment"
"855","HBB","Hamilton Beach Brands Holding Company","24.42","$334.87M","Consumer Durables","Home Furnishings"
"856","HBI","Hanesbrands Inc.","18.52","$6.69B","Consumer Services","Clothing/Shoe/Accessory Stores"
"857","HNGR","Hanger, Inc.","20.17","$743.23M","Health Care","Medical Specialities"
"858","HASI","Hannon Armstrong Sustainable Infrastructure Capital, Inc.","24.68","$1.54B","Consumer Services","Real Estate Investment Trusts"
"859","HOG","Harley-Davidson, Inc.","37.88","$6.17B","Consumer Non-Durables","Motor Vehicles"
"860","HMY","Harmony Gold Mining Company Limited","2","$1.06B","Basic Industries","Precious Metals"
"861","HRS","Harris Corporation","164.79","$19.83B","Capital Goods","Industrial Machinery/Components"
"862","HSC","Harsco Corporation","22.71","$1.81B","Capital Goods","Metal Fabrications"
"863","HHS","Harte-Hanks, Inc.","3.96","$24.77M","Technology","Advertising"
"864","HIG","Hartford Financial Services Group, Inc. (The)","49.4","$17.74B","Finance","Property-Casualty Insurers"
"865","HVT","Haverty Furniture Companies, Inc.","24.45","$507.08M","Consumer Services","Other Specialty Stores"
"866","HE","Hawaiian Electric Industries, Inc.","38.43","$4.18B","Public Utilities","Electric Utilities: Central"
"867","HCHC","HC2 Holdings, Inc.","3.18","$142.38M","Capital Goods","Metal Fabrications"
"868","HCA","HCA Healthcare, Inc.","138.47","$47.41B","Health Care","Hospital/Nursing Management"
"869","HCI","HCI Group, Inc.","45.6","$418.41M","Finance","Property-Casualty Insurers"
"870","HCP","HCP, Inc.","30.52","$14.58B","Consumer Services","Real Estate Investment Trusts"
"871","HDB","HDFC Bank Limited","100.44","$91.13B","Finance","Commercial Banks"
"872","HR","Healthcare Realty Trust Incorporated","31.6","$3.96B","Consumer Services","Real Estate Investment Trusts"
"873","HTA","Healthcare Trust of America, Inc.","28.22","$5.79B","Consumer Services","Real Estate Investment Trusts"
"874","HL","Hecla Mining Company","2.29","$1.11B","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)"
"875","HEI","Heico Corporation","93.76","$12.46B","Capital Goods","Aerospace"
"876","HLX","Helix Energy Solutions Group, Inc.","7.24","$1.07B","Energy","Oilfield Services/Equipment"
"877","HP","Helmerich & Payne, Inc.","54.95","$6.01B","Energy","Oil & Gas Production"
"878","HLF","Herbalife Nutrition Ltd.","56.01","$8.56B","Health Care","Other Pharmaceuticals"
"879","HRTG","Heritage Insurance Holdings, Inc.","14.88","$395.82M","Finance","Property-Casualty Insurers"
"880","HT","Hersha Hospitality Trust","18.71","$737.62M","Consumer Services","Real Estate Investment Trusts"
"881","HSY","Hershey Company (The)","112.23","$23.55B","Consumer Non-Durables","Specialty Foods"
"882","HTZ","Hertz Global Holdings, Inc","19.35","$1.62B","Consumer Services","Rental/Leasing Companies"
"883","HES","Hess Corporation","59.23","$17.95B","Energy","Integrated oil Companies"
"884","HESM","Hess Midstream Partners LP","22.89","$1.25B","Energy","Oil & Gas Production"
"885","HPE","Hewlett Packard Enterprise Company","16.38","$22.55B","Technology","Computer Manufacturing"
"886","HXL","Hexcel Corporation","72.65","$6.16B","Basic Industries","Major Chemicals"
"887","HF","HFF, Inc.","45.32","$1.77B","Consumer Services","Real Estate"
"888","HCLP","Hi-Crush Partners LP","3.81","$385.05M","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)"
"889","HIW","Highwoods Properties, Inc.","46.21","$4.79B","Consumer Services","Real Estate Investment Trusts"
"890","HIL","Hill International, Inc.","3.3","$183.34M","Consumer Services","Military/Government/Technical"
"891","HI","Hillenbrand Inc","44.11","$2.76B","Consumer Durables","Miscellaneous manufacturing industries"
"892","HRC","Hill-Rom Holdings Inc","107.3","$7.15B","Health Care","Medical/Dental Instruments"
"893","HTH","Hilltop Holdings Inc.","19.35","$1.81B","Finance","Major Banks"
"894","HGV","Hilton Grand Vacations Inc.","32.7","$3.17B","Consumer Services","Hotels/Resorts"
"895","HLT","Hilton Worldwide Holdings Inc.","83.78","$24.53B","Consumer Services","Hotels/Resorts"
"896","HNI","HNI Corporation","38.35","$1.68B","Consumer Durables","Office Equipment/Supplies/Services"
"897","HMLP","Hoegh LNG Partners LP","17.73","$588.52M","Consumer Services","Marine Transportation"
"898","HEP","Holly Energy Partners, L.P.","29.21","$3.08B","Energy","Natural Gas Distribution"
"899","HFC","HollyFrontier Corporation","52.03","$8.88B","Energy","Integrated oil Companies"
"900","HD","Home Depot, Inc. (The)","185.17","$209.15B","Consumer Services","RETAIL: Building Materials"
"901","HMC","Honda Motor Company, Ltd.","28.35","$49.9B","Capital Goods","Auto Manufacturing"
"902","HON","Honeywell International Inc.","155.72","$113.53B","Capital Goods","Auto Parts:O.E.M."
"903","HMN","Horace Mann Educators Corporation","39.71","$1.63B","Finance","Property-Casualty Insurers"
"904","HZN","Horizon Global Corporation","2.92","$73.33M","Capital Goods","Auto Parts:O.E.M."
"905","HRL","Hormel Foods Corporation","43.39","$23.2B","Consumer Non-Durables","Meat/Poultry/Fish"
"906","HOS","Hornbeck Offshore Services","1.65","$62.03M","Consumer Services","Marine Transportation"
"907","HST","Host Hotels & Resorts, Inc.","19.55","$14.47B","Consumer Services","Real Estate Investment Trusts"
"908","HLI","Houlihan Lokey, Inc.","46.75","$3.06B","Finance","Investment Managers"
"909","HOV","Hovnanian Enterprises Inc","0.65","$96.51M","Capital Goods","Homebuilding"
"910","HHC","Howard Hughes Corporation (The)","112.87","$4.86B","Consumer Services","Real Estate Investment Trusts"
"911","HPQ","HP Inc.","19.6","$30.06B","Technology","Computer Manufacturing"
"912","HSBC","HSBC Holdings plc","40.61","$162.73B","Finance","Savings Institutions"
"913","HMI","Huami Corporation","19.06","$1.13B","Technology","Computer Manufacturing"
"914","HNP","Huaneng Power International, Inc.","24.35","$9.56B","Public Utilities","Electric Utilities: Central"
"915","HUBB","Hubbell Inc","118.1","$6.45B","Capital Goods","Electrical Products"
"916","HUBS","HubSpot, Inc.","171.92","$6.81B","Technology","Computer Software: Prepackaged Software"
"917","HBM","Hudbay Minerals Inc.","6.81","$1.78B","Basic Industries","Precious Metals"
"918","HUD","Hudson Ltd.","14.81","$1.37B","Consumer Services","Department/Specialty Retail Stores"
"919","HPP","Hudson Pacific Properties, Inc.","33.28","$5.14B","Finance","Real Estate"
"920","HUM","Humana Inc.","291.02","$39.45B","Health Care","Medical Specialities"
"921","HCFT","Hunt Companies Finance Trust, Inc.","3.5","$82.91M","Consumer Services","Real Estate Investment Trusts"
"922","HII","Huntington Ingalls Industries, Inc.","210","$8.72B","Capital Goods","Marine Transportation"
"923","HUN","Huntsman Corporation","24.91","$5.81B","Basic Industries","Major Chemicals"
"924","HUYA","HUYA Inc.","25.21","$5.14B","Technology","Computer Software: Programming, Data Processing"
"925","H","Hyatt Hotels Corporation","74.07","$7.84B","Consumer Services","Hotels/Resorts"
"926","HY","Hyster-Yale Materials Handling, Inc.","65.22","$1.08B","Capital Goods","Construction/Ag Equipment/Trucks"
"927","IAG","Iamgold Corporation","3.16","$1.48B","Basic Industries","Precious Metals"
"928","IBN","ICICI Bank Limited","9.93","$31.99B","Finance","Commercial Banks"
"929","IDA","IDACORP, Inc.","98.92","$4.98B","Public Utilities","Electric Utilities: Central"
"930","IEX","IDEX Corporation","144.85","$11.11B","Capital Goods","Fluid Controls"
"931","IDT","IDT Corporation","6.11","$144.92M","Public Utilities","Telecommunications Equipment"
"932","ITW","Illinois Tool Works Inc.","144.41","$47.38B","Technology","Industrial Machinery/Components"
"933","IMAX","Imax Corporation","22.97","$1.44B","Miscellaneous","Industrial Machinery/Components"
"934","ICD","Independence Contract Drilling, Inc.","3.53","$267.2M","Energy","Oil & Gas Production"
"935","IHC","Independence Holding Company","38.2","$565.17M","Finance","Life Insurance"
"936","IRT","Independence Realty Trust, Inc.","10.37","$924.84M","Consumer Services","Real Estate Investment Trusts"
"937","IBA","Industrias Bachoco, S.A. de C.V.","46.01","$2.3B","Consumer Non-Durables","Meat/Poultry/Fish"
"938","INFY","Infosys Limited","10.84","$47.13B","Technology","EDP Services"
"939","HIFR","InfraREIT, Inc.","21.4","$941.55M","Consumer Services","Real Estate Investment Trusts"
"940","ING","ING Group, N.V.","13.25","$51.57B","Finance","Commercial Banks"
"941","IR","Ingersoll-Rand plc (Ireland)","106.05","$25.68B","Capital Goods","Auto Parts:O.E.M."
"942","NGVT","Ingevity Corporation","116.81","$4.86B","Basic Industries","Major Chemicals"
"943","INGR","Ingredion Incorporated","92.12","$6.13B","Consumer Non-Durables","Packaged Foods"
"944","IIPR","Innovative Industrial Properties, Inc.","78.06","$763.1M","Finance","Real Estate"
"945","IPHI","Inphi Corporation","44.51","$1.96B","Technology","Semiconductors"
"946","NSP","Insperity, Inc.","127.79","$5.23B","Technology","Professional Services"
"947","INSP","Inspire Medical Systems, Inc.","59.75","$1.28B","Health Care","Medical/Dental Instruments"
"948","IBP","Installed Building Products, Inc.","46.9","$1.46B","Basic Industries","Homebuilding"
"949","INST","Instructure, Inc.","47.05","$1.67B","Technology","Computer Software: Prepackaged Software"
"950","ITGR","Integer Holdings Corporation","92.12","$2.98B","Miscellaneous","Industrial Machinery/Components"
"951","I","Intelsat S.A.","23.35","$3.22B","Consumer Services","Telecommunications Equipment"
"952","ICE","Intercontinental Exchange Inc.","77.19","$43.88B","Finance","Investment Bankers/Brokers/Service"
"953","IHG","Intercontinental Hotels Group","61.33","$11.11B","Consumer Services","Hotels/Resorts"
"954","IBM","International Business Machines Corporation","139.2","$123.87B","Technology","Computer Manufacturing"
"955","IFF","International Flavors & Fragrances, Inc.","127.87","$13.64B","Basic Industries","Major Chemicals"
"956","IGT","International Game Technology","17.54","$3.58B","Consumer Services","Services-Misc. Amusement & Recreation"
"957","IP","International Paper Company","46.24","$18.51B","Basic Industries","Paper"
"958","INSW","International Seaways, Inc.","16.66","$486.21M","Consumer Services","Marine Transportation"
"959","IPG","Interpublic Group of Companies, Inc. (The)","23.13","$8.89B","Technology","Advertising"
"960","INXN","InterXion Holding N.V.","66.32","$4.75B","Technology","Computer Software: Programming, Data Processing"
"961","IPI","Intrepid Potash, Inc","3.72","$487.72M","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)"
"962","IVC","Invacare Corporation","9.72","$322.71M","Health Care","Industrial Specialties"
"963","IVR","INVESCO MORTGAGE CAPITAL INC","15.91","$2.03B","Consumer Services","Real Estate Investment Trusts"
"964","IVZ","Invesco Plc","19.51","$7.74B","Finance","Investment Managers"
"965","IRET","Investors Real Estate Trust","58.67","$70.23M","Consumer Services","Real Estate Investment Trusts"
"966","NVTA","Invitae Corporation","20.33","$1.52B","Health Care","Medical Specialities"
"967","INVH","Invitation Homes Inc.","22.79","$11.87B","Finance","Real Estate"
"968","IO","Ion Geophysical Corporation","13.78","$193.14M","Energy","Oil & Gas Production"
"969","IQV","IQVIA Holdings, Inc.","143.35","$28.33B","Health Care","Biotechnology: Commercial Physical & Biological Resarch"
"970","IRM","Iron Mountain Incorporated","35.78","$10.25B","Consumer Services","Real Estate Investment Trusts"
"971","IRS","IRSA Inversiones Y Representaciones S.A.","13.99","$809.57M","Consumer Services","Homebuilding"
"972","ICL","Israel Chemicals Shs","5.58","$7.14B","Basic Industries","Agricultural Chemicals"
"973","STAR","iStar Inc.","8.69","$590.81M","Consumer Services","Real Estate Investment Trusts"
"974","ITCB","Ita? CorpBanca","14.15","$4.83B","Finance","Commercial Banks"
"975","ITUB","Itau Unibanco Banco Holding SA","9.28","$90.21B","Finance","Major Banks"
"976","ITT","ITT Inc.","58.59","$5.13B","Capital Goods","Fluid Controls"
"977","JPM","J P Morgan Chase & Co","104.43","$341.93B","Finance","Major Banks"
"978","JAX","J. Alexander&#39;s Holdings, Inc.","9.37","$137.69M","Consumer Services","Restaurants"
